,train loss,train accuracy,validation accuracy
0,95.49647521972656,0.08888888888888889,0.22404371584699453
1,83.32255554199219,0.25555555555555554,0.2126944094157209
2,82.0737533569336,0.27777777777777773,0.21521647751155948
3,83.24269104003906,0.2888888888888889,0.21689785624211855
4,78.89973449707031,0.3111111111111111,0.044976881042454814
5,74.70841979980469,0.35555555555555557,0.0416141235813367
6,81.77892303466797,0.24444444444444446,0.04329550231189575
7,67.20408630371094,0.39999999999999997,0.03530895334174023
8,62.68290328979492,0.4888888888888889,0.04287515762925599
9,66.28013610839844,0.39999999999999997,0.04077343421605717
10,64.60735321044922,0.45555555555555555,0.0474989491382934
11,70.53309631347656,0.32222222222222224,0.05170239596469105
12,71.51113891601562,0.4000000000000001,0.044136191677175286
13,62.881103515625,0.41111111111111115,0.05170239596469105
14,66.85812377929688,0.39999999999999997,0.0975199663724254
15,64.59593963623047,0.4444444444444445,0.1534258091635141
16,56.902732849121094,0.4666666666666666,0.1971416561580496
17,55.10285949707031,0.48888888888888893,0.2980243799915931
18,69.40259552001953,0.37777777777777777,0.38293400588482557
19,68.05023193359375,0.4777777777777778,0.40689365279529216
20,61.75597381591797,0.45555555555555555,0.4190836485918453
21,63.779945373535156,0.48888888888888893,0.43883984867591425
22,60.45426559448242,0.4666666666666666,0.43673812526271544
23,61.641868591308594,0.4666666666666666,0.48759983186212696
24,57.4640007019043,0.4666666666666666,0.4854981084489281
25,54.2983512878418,0.5333333333333333,0.4527112232030265
26,61.07509994506836,0.45555555555555555,0.4775115594787726
27,64.770751953125,0.4666666666666666,0.4880201765447667
28,61.18165588378906,0.4666666666666666,0.48255569567044976
29,59.3510856628418,0.4222222222222222,0.48717948717948717
30,57.03386688232422,0.48888888888888893,0.5241698192517865
31,60.08762741088867,0.4777777777777778,0.5271122320302648
32,61.512107849121094,0.4222222222222222,0.5477091214796133
33,60.564178466796875,0.41111111111111115,0.5380411937788987
34,56.98051452636719,0.5222222222222223,0.5241698192517865
35,53.02350997924805,0.5333333333333333,0.5405632618747372
36,58.445762634277344,0.4444444444444445,0.5287936107608239
37,49.135345458984375,0.5333333333333333,0.5254308532997057
38,57.667816162109375,0.4333333333333333,0.5220680958385876
39,52.223690032958984,0.5777777777777778,0.5485498108448928
40,53.860321044921875,0.5111111111111111,0.5409836065573771
41,49.99125671386719,0.5777777777777778,0.04455653635981505
