Entity,Wall,Stair,Slab,FurnishingElement,Column,Flowterminal,FlowSegment,FlowFitting,FlowController,DistributionControlElement,Window,Door,IfcWallStandardCase_3_QnWjyCf43uOsOSqFjYHW
IfcColumn_1W6InMyojCjwpzvjy_5sPO,IfcWallStandardCase_2$GIyvRej2ownEbH4U1FOG,,,,,,,,,,,,
IfcColumn_1OCsQTsrv2a8$toxAJ5J$7,,,IfcSlab_3$kz3cRBv49esDROd1aDaM,,,,,,,,,,
IfcColumn_17k2M$W4fA6fWEQab$$Oah,,,IfcSlab_3$kz3cRBv49esDROd1aDaM,,,,,,,,,,
IfcColumn_0BxL0rH$fBEwHmIjOdE6mM,,,,,IfcColumn_3wAvBLRx59_9Yj4s5XwG$F,,,,,,,,
IfcColumn_0BxL0rH$fBEwHmIjOdE6mM,,,,,IfcColumn_2b$paz5NT8WOXH6ncXy1hO,,,,,,,,
IfcColumn_0BxL0rH$fBEwHmIjOdE6mM,,,IfcSlab_1_UmA0AN19qAgYWJUDO2ou,,,,,,,,,,
IfcColumn_3XGsI7ALX31wjQCtwudimH,,,,,IfcColumn_1CdjCD0PTCi9FA4MecOGCj,,,,,,,,
IfcColumn_3XGsI7ALX31wjQCtwudimH,,,,,IfcColumn_2EJT9eh157gQQ3Dj5Gs8tQ,,,,,,,,
IfcColumn_3XGsI7ALX31wjQCtwudimH,,,IfcSlab_1_UmA0AN19qAgYWJUDO2ou,,,,,,,,,,
IfcColumn_1246ypQeTD282qJNlDC7pX,,,,,IfcColumn_1MGG$KIBX1aBsEy673XdPF,,,,,,,,
IfcColumn_1246ypQeTD282qJNlDC7pX,,,,,IfcColumn_1snVfk$8X4SRHN77_VhS0W,,,,,,,,
IfcColumn_1246ypQeTD282qJNlDC7pX,,,IfcSlab_1_UmA0AN19qAgYWJUDO2ou,,,,,,,,,,
IfcColumn_3ziSp9kof2IulwmqHgac14,,,IfcSlab_3$kz3cRBv49esDROd1aDaM,,,,,,,,,,
IfcColumn_3ziSp9kof2IulwmqHgac14,,,IfcSlab_0RKcvLPl94ZQeYsAniA0w7,,,,,,,,,,
IfcColumn_3ziSp9kof2IulwmqHgac14,IfcWallStandardCase_2ZMsJg4mb6SA91kQ1MXZ2C,,,,,,,,,,,,
IfcColumn_3ziSp9kof2IulwmqHgac14,IfcWallStandardCase_33WGO4F_j9VPcaNj1FUmY5,,,,,,,,,,,,
IfcColumn_2tXYR22e98$8tsjsGsCO9s,,,IfcSlab_3$kz3cRBv49esDROd1aDaM,,,,,,,,,,
IfcColumn_1URP6pH0H7QgCWB5d29d7v,,,,,,,,,,,,IfcDoor_36huzEvW19OvhZ0bxujLI1,
IfcColumn_1URP6pH0H7QgCWB5d29d7v,,,IfcSlab_3$kz3cRBv49esDROd1aDaM,,,,,,,,,,
IfcColumn_1URP6pH0H7QgCWB5d29d7v,,,IfcSlab_0RKcvLPl94ZQeYsAniA0w7,,,,,,,,,,
IfcColumn_1URP6pH0H7QgCWB5d29d7v,IfcWallStandardCase_3NNLKJGjX7yBQ98lcK6r0j,,,,,,,,,,,,
IfcColumn_1URP6pH0H7QgCWB5d29d7v,IfcWallStandardCase_33WGO4F_j9VPcaNj1FUmY5,,,,,,,,,,,,
IfcColumn_1URP6pH0H7QgCWB5d29d7v,IfcWallStandardCase_2$GIyvRej2ownEbH4U1FOG,,,,,,,,,,,,
IfcColumn_3QrkWEK81DhQrvvPttdLOB,,,IfcSlab_3$kz3cRBv49esDROd1aDaM,,,,,,,,,,
IfcColumn_3QrkWEK81DhQrvvPttdLOB,,,IfcSlab_0RKcvLPl94ZQeYsAniA0w7,,,,,,,,,,
IfcColumn_3QrkWEK81DhQrvvPttdLOB,IfcWallStandardCase_2ZMsJg4mb6SA91kQ1MXZ2C,,,,,,,,,,,,
IfcColumn_3QrkWEK81DhQrvvPttdLOB,IfcWallStandardCase_3PdiTDxZj6qOWUmdv_q4SI,,,,,,,,,,,,
IfcColumn_04vZXx8TbBOPQfXGx2WlS4,,,IfcSlab_3$kz3cRBv49esDROd1aDaM,,,,,,,,,,
IfcColumn_04vZXx8TbBOPQfXGx2WlS4,,,IfcSlab_0RKcvLPl94ZQeYsAniA0w7,,,,,,,,,,
IfcColumn_04vZXx8TbBOPQfXGx2WlS4,IfcWallStandardCase_27H8nk59vAagX3QdPMFfVb,,,,,,,,,,,,
IfcColumn_04vZXx8TbBOPQfXGx2WlS4,IfcWallStandardCase_0slViKzPbDrBR83Q4oWcAZ,,,,,,,,,,,,
IfcColumn_04vZXx8TbBOPQfXGx2WlS4,IfcWallStandardCase_2Oq4FefKXDqRorDVmlfy9c,,,,,,,,,,,,
IfcColumn_04vZXx8TbBOPQfXGx2WlS4,IfcWallStandardCase_2T_ABs6zLDAOf7BT8Ckeb$,,,,,,,,,,,,
IfcColumn_1ZPCQ2pmLFLxvZ2V2eSJ7g,,,IfcSlab_3$kz3cRBv49esDROd1aDaM,,,,,,,,,,
IfcColumn_1ZPCQ2pmLFLxvZ2V2eSJ7g,,,IfcSlab_0RKcvLPl94ZQeYsAniA0w7,,,,,,,,,,
IfcColumn_1ZPCQ2pmLFLxvZ2V2eSJ7g,IfcWallStandardCase_27H8nk59vAagX3QdPMFfVb,,,,,,,,,,,,
IfcColumn_1ZPCQ2pmLFLxvZ2V2eSJ7g,IfcWallStandardCase_0slViKzPbDrBR83Q4oWcAZ,,,,,,,,,,,,
IfcColumn_1ZPCQ2pmLFLxvZ2V2eSJ7g,IfcWallStandardCase_16MwZxdFvCmAqQtNaCo41J,,,,,,,,,,,,
IfcColumn_1ZPCQ2pmLFLxvZ2V2eSJ7g,IfcWallStandardCase_2T_ABs6zLDAOf7BT8Ckeb$,,,,,,,,,,,,
IfcColumn_1ZPCQ2pmLFLxvZ2V2eSJ7g,IfcWallStandardCase_1kq0jW_T114vyeMFiuGeRI,,,,,,,,,,,,
IfcColumn_1oRXT1qWvC9vxd19lEWagv,,,,,IfcColumn_1cblMiF0HCUxomlISbpO3V,,,,,,,,
IfcColumn_12neUpVcv5Wu7H$jAX6ySP,,,,,IfcColumn_2BPMx4g_95NORzTTZr07hu,,,,,,,,
IfcColumn_12neUpVcv5Wu7H$jAX6ySP,,,IfcSlab_3BYhEZrmTAWPQaf3_BxHGG,,,,,,,,,,
IfcColumn_12neUpVcv5Wu7H$jAX6ySP,IfcWallStandardCase_1BQIICQ3v4B88I8dsjIUNZ,,,,,,,,,,,,
IfcColumn_12neUpVcv5Wu7H$jAX6ySP,IfcWallStandardCase_37mIh0rKT3MgXrwZqaOZ53,,,,,,,,,,,,
IfcColumn_3VgODk6_TDkBiJNGK8EwjS,,,,,IfcColumn_2zpZVpkXT4FBMwjNGFBS9P,,,,,,,,
IfcColumn_3VgODk6_TDkBiJNGK8EwjS,,,IfcSlab_3BYhEZrmTAWPQaf3_BxHGG,,,,,,,,,,
IfcColumn_3VgODk6_TDkBiJNGK8EwjS,IfcWallStandardCase_20kGi$ECzDcxbaLKTKl358,,,,,,,,,,,,
IfcColumn_3VgODk6_TDkBiJNGK8EwjS,IfcWallStandardCase_3Xer$fLsTCdvWlwlTv9hjN,,,,,,,,,,,,
IfcColumn_2upWu14D53Y9yxOv7w9Tiy,,,,,IfcColumn_1s05nBHcj4y9NuwhPTI24K,,,,,,,,
IfcColumn_2upWu14D53Y9yxOv7w9Tiy,,,IfcSlab_3BYhEZrmTAWPQaf3_BxHGG,,,,,,,,,,
IfcColumn_2upWu14D53Y9yxOv7w9Tiy,IfcWallStandardCase_355AIRkevEVxrAxt2WPdsa,,,,,,,,,,,,
IfcColumn_2upWu14D53Y9yxOv7w9Tiy,IfcWallStandardCase_0j8ELHUZrC6h7TprV76QPb,,,,,,,,,,,,
IfcColumn_0$TFBFcwf7VvWOCexvFOkp,,,,,IfcColumn_22g3R_JVLAwACW9FLMXsxy,,,,,,,,
IfcColumn_0$TFBFcwf7VvWOCexvFOkp,,,IfcSlab_3BYhEZrmTAWPQaf3_BxHGG,,,,,,,,,,
IfcColumn_0$TFBFcwf7VvWOCexvFOkp,IfcWallStandardCase_04tAD1fubED93GttBvh7xL,,,,,,,,,,,,
IfcColumn_0$TFBFcwf7VvWOCexvFOkp,IfcWallStandardCase_2PGLBr1t97YB0Xj2lksSN1,,,,,,,,,,,,
IfcColumn_2rqgIgxHH1cun4JzLewxYh,,,,,IfcColumn_1oFQgQJZL24vYl20ERsHEF,,,,,,,,
IfcColumn_2rqgIgxHH1cun4JzLewxYh,,,,,IfcColumn_1mvxJ$Sbb7dgdU9n2oBlPV,,,,,,,,
IfcColumn_3UySwGXqP4MhqnX7hm7saN,,,,,IfcColumn_2YpUkMz6PDsBHpHA9vc7QR,,,,,,,,
IfcColumn_3UySwGXqP4MhqnX7hm7saN,,,IfcSlab_3BYhEZrmTAWPQaf3_BxHGG,,,,,,,,,,
IfcColumn_34y3qvavn61PpvR2XVE1Ch,,,IfcSlab_0RKcvLPl94ZQeYsAniA0w7,,,,,,,,,,
IfcColumn_34y3qvavn61PpvR2XVE1Ch,,,IfcSlab_0v$RFoKjT6DPxpUqZbipeR,,,,,,,,,,
IfcColumn_0nPI2qr6L0dwjp55UBFVXP,,,IfcSlab_0RKcvLPl94ZQeYsAniA0w7,,,,,,,,,,
IfcColumn_0AHjgdLtLD588q5LijYocc,,,IfcSlab_0RKcvLPl94ZQeYsAniA0w7,,,,,,,,,,
IfcColumn_2psUcK5_z9mBy5ZBeMRTS7,,,IfcSlab_0RKcvLPl94ZQeYsAniA0w7,,,,,,,,,,
IfcColumn_1snVfk$8X4SRHN77_VhS0W,,,,,IfcColumn_1246ypQeTD282qJNlDC7pX,,,,,,,,
IfcColumn_1snVfk$8X4SRHN77_VhS0W,,,IfcSlab_3cxdycWQf6$9RXFGjza2Ys,,,,,,,,,,
IfcColumn_1snVfk$8X4SRHN77_VhS0W,IfcWallStandardCase_2SBhRRe6T8Jx9LGrDvldXO,,,,,,,,,,,,
IfcColumn_2EJT9eh157gQQ3Dj5Gs8tQ,,,,,IfcColumn_3XGsI7ALX31wjQCtwudimH,,,,,,,,
IfcColumn_2EJT9eh157gQQ3Dj5Gs8tQ,,,IfcSlab_3cxdycWQf6$9RXFGjza2Ys,,,,,,,,,,
IfcColumn_2EJT9eh157gQQ3Dj5Gs8tQ,IfcWallStandardCase_2SBhRRe6T8Jx9LGrDvldXO,,,,,,,,,,,,
IfcColumn_2b$paz5NT8WOXH6ncXy1hO,,,,,IfcColumn_0BxL0rH$fBEwHmIjOdE6mM,,,,,,,,
IfcColumn_2b$paz5NT8WOXH6ncXy1hO,,,IfcSlab_3cxdycWQf6$9RXFGjza2Ys,,,,,,,,,,
IfcColumn_2b$paz5NT8WOXH6ncXy1hO,IfcWallStandardCase_2SBhRRe6T8Jx9LGrDvldXO,,,,,,,,,,,,
IfcColumn_0up_k2YdfDZxxkJ6QSLfux,,,IfcSlab_0RKcvLPl94ZQeYsAniA0w7,,,,,,,,,,
IfcColumn_0up_k2YdfDZxxkJ6QSLfux,,,IfcSlab_0v$RFoKjT6DPxpUqZbipeR,,,,,,,,,,
IfcColumn_0up_k2YdfDZxxkJ6QSLfux,IfcWallStandardCase_2hOQKMScD3zx4Qry_MFCqB,,,,,,,,,,,,
IfcColumn_0up_k2YdfDZxxkJ6QSLfux,IfcWallStandardCase_3DvZO6ZHL5VvjYW095K0M4,,,,,,,,,,,,
IfcColumn_3lt36Q5X57qxyhM5Q$vt9Y,,,IfcSlab_0RKcvLPl94ZQeYsAniA0w7,,,,,,,,,,
IfcColumn_00TWJlJ1X3Ne487_jNdh8G,,,IfcSlab_0RKcvLPl94ZQeYsAniA0w7,,,,,,,,,,
IfcColumn_00TWJlJ1X3Ne487_jNdh8G,IfcWallStandardCase_05p$h8yPr0yQo68Nb7FQWi,,,,,,,,,,,,
IfcColumn_2XeyZCtE5C4escPy8dgK3x,,,,,,,,,,,,IfcDoor_1LuMtWvJ51rubIgxNGv4h_,
IfcColumn_2XeyZCtE5C4escPy8dgK3x,,,IfcSlab_0RKcvLPl94ZQeYsAniA0w7,,,,,,,,,,
IfcColumn_2XeyZCtE5C4escPy8dgK3x,,,IfcSlab_0v$RFoKjT6DPxpUqZbipeR,,,,,,,,,,
IfcColumn_2XeyZCtE5C4escPy8dgK3x,IfcWallStandardCase_3DvZO6ZHL5VvjYW095K0M4,,,,,,,,,,,,
IfcColumn_2XeyZCtE5C4escPy8dgK3x,IfcWallStandardCase_208rI38Xf6KBOPY6I0BDTB,,,,,,,,,,,,
IfcColumn_2XeyZCtE5C4escPy8dgK3x,IfcWallStandardCase_05p$h8yPr0yQo68Nb7FQWi,,,,,,,,,,,,
IfcColumn_3K1ncMXuL5UvScnnNabBhH,,,IfcSlab_0RKcvLPl94ZQeYsAniA0w7,,,,,,,,,,
IfcColumn_3K1ncMXuL5UvScnnNabBhH,IfcWallStandardCase_2Oq4FefKXDqRorDVmlfy9c,,,,,,,,,,,,
IfcColumn_3K1ncMXuL5UvScnnNabBhH,IfcWallStandardCase_1VP_Tfccv99BhlqFC89nEp,,,,,,,,,,,,
IfcColumn_3K1ncMXuL5UvScnnNabBhH,IfcWallStandardCase_2T_ABs6zLDAOf7BT8Ckeb$,,,,,,,,,,,,
IfcColumn_38UqrJrhr3CPm4aKyd2IT8,,,IfcSlab_0RKcvLPl94ZQeYsAniA0w7,,,,,,,,,,
IfcColumn_38UqrJrhr3CPm4aKyd2IT8,,,IfcSlab_0v$RFoKjT6DPxpUqZbipeR,,,,,,,,,,
IfcColumn_38UqrJrhr3CPm4aKyd2IT8,IfcWallStandardCase_2hOQKMScD3zx4Qry_MFCqB,,,,,,,,,,,,
IfcColumn_38UqrJrhr3CPm4aKyd2IT8,IfcWallStandardCase_0bZovyhkr2WPjKdreWD2xa,,,,,,,,,,,,
IfcColumn_0_KXm4foPD0PqgLQOxlaz7,,,IfcSlab_0RKcvLPl94ZQeYsAniA0w7,,,,,,,,,,
IfcColumn_0_KXm4foPD0PqgLQOxlaz7,,,IfcSlab_0v$RFoKjT6DPxpUqZbipeR,,,,,,,,,,
IfcColumn_0_KXm4foPD0PqgLQOxlaz7,IfcWallStandardCase_2T_ABs6zLDAOf7BT8Ckeb$,,,,,,,,,,,,
IfcColumn_0_KXm4foPD0PqgLQOxlaz7,IfcWallStandardCase_1kq0jW_T114vyeMFiuGeRI,,,,,,,,,,,,
IfcColumn_0_KXm4foPD0PqgLQOxlaz7,IfcWallStandardCase_1Kc_SJySHDReKmiHgAfpL9,,,,,,,,,,,,
IfcColumn_0_KXm4foPD0PqgLQOxlaz7,IfcWallStandardCase_149ejKmJX30O6DZG$0oDmY,,,,,,,,,,,,
IfcColumn_2BPMx4g_95NORzTTZr07hu,,,IfcSlab_12OtaQVk9E5Q7lUvCjRD7w,,,,,,,,,,
IfcColumn_2zpZVpkXT4FBMwjNGFBS9P,,,IfcSlab_12OtaQVk9E5Q7lUvCjRD7w,,,,,,,,,,
IfcColumn_1s05nBHcj4y9NuwhPTI24K,,,IfcSlab_12OtaQVk9E5Q7lUvCjRD7w,,,,,,,,,,
IfcColumn_22g3R_JVLAwACW9FLMXsxy,,,IfcSlab_12OtaQVk9E5Q7lUvCjRD7w,,,,,,,,,,
IfcColumn_2YpUkMz6PDsBHpHA9vc7QR,,,IfcSlab_12OtaQVk9E5Q7lUvCjRD7w,,,,,,,,,,
IfcDoor_00qTD5JRT5$QFr8KlWTxYs,,,IfcSlab_0_8RRP6q53p8DN$dMjNDPZ,,,,,,,,,,
IfcDoor_00qTD5JRT5$QFr8KlWTxYs,IfcWallStandardCase_0nAjAGUBn0SQE3tHBaB8Qd,,,,,,,,,,,,
IfcDoor_0ss67ryQbCv8ct3HWfLGex,,,IfcSlab_0_8RRP6q53p8DN$dMjNDPZ,,,,,,,,,,
IfcDoor_0ss67ryQbCv8ct3HWfLGex,,IfcStair_3Sodo4sizCo8Ce$rxmVJMn,,,,,,,,,,,
IfcDoor_0ss67ryQbCv8ct3HWfLGex,IfcWallStandardCase_3E9d8o6$rD7Rg9boGepnNS,,,,,,,,,,,,
IfcDoor_35ggrgo6r7D8VIs6wRrwEC,,,IfcSlab_0_8RRP6q53p8DN$dMjNDPZ,,,,,,,,,,
IfcDoor_35ggrgo6r7D8VIs6wRrwEC,IfcWallStandardCase_1aZMNsF$H3V8w5ZRD0nr7V,,,,,,,,,,,,
IfcDoor_0TLOMow7XApAFdnB6jLlk5,,,IfcSlab_0_8RRP6q53p8DN$dMjNDPZ,,,,,,,,,,
IfcDoor_0TLOMow7XApAFdnB6jLlk5,IfcWallStandardCase_2fW8Qa_0zE_PY3gX8Cx1v6,,,,,,,,,,,,
IfcDoor_1ehfpJENvFZfoeoqrlVG7m,,,IfcSlab_0_8RRP6q53p8DN$dMjNDPZ,,,,,,,,,,
IfcDoor_1ehfpJENvFZfoeoqrlVG7m,IfcWallStandardCase_2E_Z16FT1CgRogeUay0YZT,,,,,,,,,,,,
IfcDoor_1Tjq3CFLLC4OKoVIqThi4U,,,IfcSlab_0_8RRP6q53p8DN$dMjNDPZ,,,,,,,,,,
IfcDoor_1Tjq3CFLLC4OKoVIqThi4U,IfcWallStandardCase_2E_Z16FT1CgRogeUay0YZT,,,,,,,,,,,,
IfcDoor_2eZIaIfZTBN99qWFWDg6RB,,,IfcSlab_0_8RRP6q53p8DN$dMjNDPZ,,,,,,,,,,
IfcDoor_2eZIaIfZTBN99qWFWDg6RB,IfcWallStandardCase_2E_Z16FT1CgRogeUay0YZT,,,,,,,,,,,,
IfcDoor_1ACb3R5zfBPQraJQ4Aj3H2,,,IfcSlab_0_8RRP6q53p8DN$dMjNDPZ,,,,,,,,,,
IfcDoor_1ACb3R5zfBPQraJQ4Aj3H2,IfcWallStandardCase_2E_Z16FT1CgRogeUay0YZT,,,,,,,,,,,,
IfcDoor_2ndE3vUdfB_AzVxP2Oolt1,,,IfcSlab_0_8RRP6q53p8DN$dMjNDPZ,,,,,,,,,,
IfcDoor_2ndE3vUdfB_AzVxP2Oolt1,IfcWallStandardCase_2E_Z16FT1CgRogeUay0YZT,,,,,,,,,,,,
IfcDoor_3S6IUsTY9Dphr7zqFF8CRM,,,IfcSlab_0_8RRP6q53p8DN$dMjNDPZ,,,,,,,,,,
IfcDoor_3S6IUsTY9Dphr7zqFF8CRM,IfcWallStandardCase_2E_Z16FT1CgRogeUay0YZT,,,,,,,,,,,,
IfcDoor_16SK9s6h592eO7FbxuZRqC,,,IfcSlab_0_8RRP6q53p8DN$dMjNDPZ,,,,,,,,,,
IfcDoor_16SK9s6h592eO7FbxuZRqC,IfcWallStandardCase_2YwBnLl5b4ZBS8PkQ__DSg,,,,,,,,,,,,
IfcDoor_2o9GHS6qz71eZrt9GXDivd,,,IfcSlab_0_8RRP6q53p8DN$dMjNDPZ,,,,,,,,,,
IfcDoor_2o9GHS6qz71eZrt9GXDivd,IfcWallStandardCase_0Enhgg3Jb7zO$tH$23gDrH,,,,,,,,,,,,
IfcDoor_1mU2NzwiP0sR3ycyAmfST$,,,IfcSlab_0_8RRP6q53p8DN$dMjNDPZ,,,,,,,,,,
IfcDoor_2swFl7AAj2xgwKcf5$PNfs,,,IfcSlab_0_8RRP6q53p8DN$dMjNDPZ,,,,,,,,,,
IfcDoor_2swFl7AAj2xgwKcf5$PNfs,IfcWallStandardCase_0D2SPAlS9EKwbSifaKjWv1,,,,,,,,,,,,
IfcDoor_12vhgOv_r5p9t3kaNcyPAt,,,IfcSlab_19rENoCzn3cOO5WkCHbjkC,,,,,,,,,,
IfcDoor_2uxH1BlMrFfROslIZNp8Bt,,,IfcSlab_19rENoCzn3cOO5WkCHbjkC,,,,,,,,,,
IfcDoor_2uxH1BlMrFfROslIZNp8Bt,IfcWallStandardCase_3uCuqpscf6dx04OUBDVFe8,,,,,,,,,,,,
IfcDoor_2ECYFAy4zC5w_tkOCPKTP5,,,IfcSlab_19rENoCzn3cOO5WkCHbjkC,,,,,,,,,,
IfcDoor_3BGPEVfmP4N8csd0Snt39R,,,IfcSlab_19rENoCzn3cOO5WkCHbjkC,,,,,,,,,,
IfcDoor_1FHatJ53D8uvt$JAwcEhfp,,,IfcSlab_19rENoCzn3cOO5WkCHbjkC,,,,,,,,,,
IfcDoor_0hvGStsFr6_x5db3S7ayoX,,,,,IfcColumn_1BCe$qRWvBBxFxdBTxgfFV,,,,,,,,
IfcDoor_0hvGStsFr6_x5db3S7ayoX,,,IfcSlab_19rENoCzn3cOO5WkCHbjkC,,,,,,,,,,
IfcDoor_0hvGStsFr6_x5db3S7ayoX,IfcWallStandardCase_0Tx$k7p_50Y9rIQWNISSu6,,,,,,,,,,,,
IfcDoor_03LX3aSSf6O9_x09hOwf3x,,,IfcSlab_19rENoCzn3cOO5WkCHbjkC,,,,,,,,,,
IfcDoor_3E3bfbQmnBDgCmzoQBoojc,,,IfcSlab_19rENoCzn3cOO5WkCHbjkC,,,,,,,,,,
IfcDoor_29hngPAxL0augOMEtm07gg,,,IfcSlab_19rENoCzn3cOO5WkCHbjkC,,,,,,,,,,
IfcDoor_2qT$72MvX4QwZ6aO5vvgUV,,,IfcSlab_19rENoCzn3cOO5WkCHbjkC,,,,,,,,,,
IfcDoor_1JDn1trwb7mPfADgvJaEg6,,,IfcSlab_19rENoCzn3cOO5WkCHbjkC,,,,,,,,,,
IfcDoor_3Cm__P03D67udHWjv7nT_5,,,IfcSlab_19rENoCzn3cOO5WkCHbjkC,,,,,,,,,,
IfcDoor_25IZ_qOh56AuqFy1npU8Pm,,,IfcSlab_19rENoCzn3cOO5WkCHbjkC,,,,,,,,,,
IfcDoor_25IZ_qOh56AuqFy1npU8Pm,IfcWall_1k0_XpsR9CIxnjeuDYkKF1,,,,,,,,,,,,
IfcDoor_0QYApuEw57WfyHcABIw1yw,,,IfcSlab_19rENoCzn3cOO5WkCHbjkC,,,,,,,,,,
IfcDoor_0QYApuEw57WfyHcABIw1yw,IfcWall_1k0_XpsR9CIxnjeuDYkKF1,,,,,,,,,,,,
IfcDoor_0QYApuEw57WfyHcABIw1yw,IfcWallStandardCase_3j9nqwcBD6VwBo6rRQLDUs,,,,,,,,,,,,
IfcDoor_0QYApuEw57WfyHcABIw1yw,IfcWallStandardCase_3xdArzPsT0qwOG_lB2zLft,,,,,,,,,,,,
IfcDoor_3E_IqYlRHCBRHpFDu$rOmY,,,IfcSlab_19rENoCzn3cOO5WkCHbjkC,,,,,,,,,,
IfcDoor_3E_IqYlRHCBRHpFDu$rOmY,IfcWall_1k0_XpsR9CIxnjeuDYkKF1,,,,,,,,,,,,
IfcDoor_3E_IqYlRHCBRHpFDu$rOmY,IfcWallStandardCase_3j9nqwcBD6VwBo6rRQLDUs,,,,,,,,,,,,
IfcDoor_0I22OLK4z9fvKgLyWWPiEf,,,IfcSlab_19rENoCzn3cOO5WkCHbjkC,,,,,,,,,,
IfcDoor_0I22OLK4z9fvKgLyWWPiEf,IfcWallStandardCase_2mCgfay85FEgw1fiFYzw1r,,,,,,,,,,,,
IfcDoor_2gpEc5bQH3COEHe6NSgTc0,,,IfcSlab_19rENoCzn3cOO5WkCHbjkC,,,,,,,,,,
IfcDoor_0sU8XHgET0wOyxOVoEEx9A,,,IfcSlab_19rENoCzn3cOO5WkCHbjkC,,,,,,,,,,
IfcDoor_0sU8XHgET0wOyxOVoEEx9A,IfcWallStandardCase_1jGTUUnSX6zAM0C77pl1e8,,,,,,,,,,,,
IfcDoor_00LjXLeAXBNRJq1IXgMDYO,,,IfcSlab_19rENoCzn3cOO5WkCHbjkC,,,,,,,,,,
IfcDoor_00LjXLeAXBNRJq1IXgMDYO,IfcWallStandardCase_3On80Y6l12eugj3AJG6rze,,,,,,,,,,,,
IfcDoor_3n1qxohZf5k8NIID9ojwoe,IfcWall_11wXspUPDDmfMUGU4SuiUe,,,,,,,,,,,,
IfcDoor_3SDOc2iKT0RxsU6paJUO3I,,,IfcSlab_3EFhplJ99DThWXI3yN3_LX,,,,,,,,,,
IfcDoor_1k3JiXATPBdBOdyep5dFL7,,,IfcSlab_3EFhplJ99DThWXI3yN3_LX,,,,,,,,,,
IfcDoor_3X5i$rty90LvUHmpPm4RW5,,,IfcSlab_3EFhplJ99DThWXI3yN3_LX,,,,,,,,,,
IfcDoor_0Uo3Z_sE54iBWsEJbAYmha,,,IfcSlab_3EFhplJ99DThWXI3yN3_LX,,,,,,,,,,
IfcDoor_0U2AKeL4z9jxtLoLY$TU4u,,,IfcSlab_0wS7jq26T4k9hoiRGAmTdc,,,,,,,,,,
IfcDoor_0U2AKeL4z9jxtLoLY$TU4u,,,IfcSlab_3EFhplJ99DThWXI3yN3_LX,,,,,,,,,,
IfcDoor_1ks4LLvE52bxRNEiqOy215,,,IfcSlab_0wS7jq26T4k9hoiRGAmTdc,,,,,,,,,,
IfcDoor_1ks4LLvE52bxRNEiqOy215,,,IfcSlab_3EFhplJ99DThWXI3yN3_LX,,,,,,,,,,
IfcDoor_1ks4LLvE52bxRNEiqOy215,IfcWallStandardCase_0Ru_9EK5nFheF2d_Ny0VGS,,,,,,,,,,,,
IfcDoor_1ks4LLvE52bxRNEiqOy215,IfcWallStandardCase_0a6Ar2kyD7fQpdRKikU5cR,,,,,,,,,,,,
IfcDoor_23D6t6xGL5IwkK9neRW_aN,,,IfcSlab_0wS7jq26T4k9hoiRGAmTdc,,,,,,,,,,
IfcDoor_23D6t6xGL5IwkK9neRW_aN,,,IfcSlab_3EFhplJ99DThWXI3yN3_LX,,,,,,,,,,
IfcDoor_3lP_0gi8zBJgsAGYYPSJ$E,,,IfcSlab_0wS7jq26T4k9hoiRGAmTdc,,,,,,,,,,
IfcDoor_1Wter0OuXBIBj5Tzy9YCUZ,,,IfcSlab_3EFhplJ99DThWXI3yN3_LX,,,,,,,,,,
IfcDoor_0j3C$8VHb0wxAAEVB5VsVs,,,IfcSlab_3EFhplJ99DThWXI3yN3_LX,,,,,,,,,,
IfcDoor_2PTv4UwYn7$u2R5pGlXN7i,,,IfcSlab_3EFhplJ99DThWXI3yN3_LX,,,,,,,,,,
IfcDoor_2s7DLIuv9D7vJfRsSyVIjK,,,IfcSlab_22zqxcDqH5rx9gjXux81TQ,,,,,,,,,,
IfcDoor_2s7DLIuv9D7vJfRsSyVIjK,,,IfcSlab_3EFhplJ99DThWXI3yN3_LX,,,,,,,,,,
IfcDoor_2s7DLIuv9D7vJfRsSyVIjK,IfcWallStandardCase_3EgdVMh4b7IAa6_pV3d2g0,,,,,,,,,,,,
IfcDoor_2s7DLIuv9D7vJfRsSyVIjK,IfcWallStandardCase_0ds$PArqf8_R73Df8oifZL,,,,,,,,,,,,
IfcDoor_1ezhm$Wo1DjuonpakT7SQQ,,,IfcSlab_3EFhplJ99DThWXI3yN3_LX,,,,,,,,,,
IfcDoor_1ezhm$Wo1DjuonpakT7SQQ,IfcWallStandardCase_1MYYxrxOX3hA6qgRd3R7Mo,,,,,,,,,,,,
IfcDoor_1ezhm$Wo1DjuonpakT7SQQ,IfcWallStandardCase_0RKaq8isL8OhZ$yKtxKF5M,,,,,,,,,,,,
IfcDoor_0$SZA1ohHACw8ku5fkTpfg,,,IfcSlab_3EFhplJ99DThWXI3yN3_LX,,,,,,,,,,
IfcDoor_1666D3zW52Uvf279Shph9$,,,IfcSlab_22zqxcDqH5rx9gjXux81TQ,,,,,,,,,,
IfcDoor_3IL1BA$Gf9ShVWOyXkffUz,,,IfcSlab_22zqxcDqH5rx9gjXux81TQ,,,,,,,,,,
IfcDoor_3IL1BA$Gf9ShVWOyXkffUz,IfcWallStandardCase_0GqRoGCuXF8uyQJCT_Hr5D,,,,,,,,,,,,
IfcDoor_0Fxjy6gPHCWxqPuzYFI1Bf,,,IfcSlab_22zqxcDqH5rx9gjXux81TQ,,,,,,,,,,
