5,5
5,5
5,5
5,5
5,5
5,5
7,7
7,7
7,7
7,7
7,7
7,12
7,4
7,12
7,8
7,12
7,12
7,7
7,9
7,7
8,8
8,8
8,8
8,8
8,8
8,8
8,8
8,8
8,8
8,8
8,8
8,8
8,8
8,8
8,8
8,8
8,8
8,8
8,8
8,8
8,8
8,8
8,8
8,8
8,8
8,8
8,8
8,8
8,8
8,8
8,8
8,8
8,8
8,8
8,8
8,8
8,8
8,8
8,8
8,8
8,8
8,8
8,8
8,8
8,8
8,8
8,8
8,8
8,8
8,8
8,8
8,8
8,8
8,8
8,8
8,8
8,8
8,8
8,12
8,8
8,8
8,8
8,8
8,8
8,8
8,8
8,8
8,8
8,8
8,8
8,8
8,8
8,8
8,8
8,8
8,8
8,8
8,8
8,8
8,8
8,8
8,8
8,8
8,8
8,8
8,8
8,8
8,8
8,8
8,8
8,8
8,8
8,8
8,8
8,8
8,8
8,8
8,8
8,8
8,8
8,8
8,8
8,8
8,8
8,8
8,8
8,8
8,8
8,8
8,8
8,8
8,8
8,8
8,8
8,8
8,8
8,8
8,8
8,8
8,8
8,8
8,8
8,8
8,8
8,8
9,9
9,6
9,9
9,6
9,9
9,9
9,9
9,9
9,9
9,9
9,9
9,1
10,10
10,10
10,10
10,10
10,10
10,10
10,10
10,10
10,10
10,10
10,10
10,10
10,10
10,10
10,10
10,5
10,5
10,10
10,10
10,10
10,10
10,10
10,10
10,10
10,10
10,10
10,12
10,12
10,10
10,12
10,12
10,6
10,10
10,10
10,10
10,10
10,10
10,10
10,10
10,10
10,10
10,10
10,10
10,10
10,10
10,10
10,10
10,10
10,10
10,10
10,10
10,10
10,10
10,10
10,10
10,10
10,10
10,10
10,10
10,10
10,10
10,10
10,10
10,10
10,10
10,10
10,10
10,10
10,1
10,10
10,10
10,10
10,10
10,10
10,10
10,10
10,10
10,8
10,5
10,10
10,10
10,10
10,10
10,10
10,10
10,10
10,10
10,10
10,5
10,10
10,12
10,8
10,10
10,5
10,5
10,12
10,10
10,5
10,10
10,10
10,12
10,10
10,2
10,10
10,10
10,10
10,10
10,10
10,10
10,10
10,10
10,10
10,10
10,10
10,5
10,10
10,10
10,5
10,5
10,5
10,10
10,10
10,10
10,10
10,10
10,5
10,10
10,5
10,10
10,8
10,10
10,5
10,10
10,2
10,10
10,10
10,10
10,4
10,10
10,10
10,5
10,8
10,10
10,10
10,5
10,10
10,10
10,10
10,10
10,5
10,5
10,5
10,10
10,10
10,10
10,10
10,5
10,10
10,5
10,5
10,0
10,10
10,10
10,10
10,10
10,10
10,10
10,10
10,10
10,10
10,5
10,10
10,10
10,5
10,10
10,10
10,10
10,5
10,10
10,5
10,2
10,5
10,5
10,5
10,8
10,5
10,10
10,10
10,2
10,10
10,10
10,10
10,5
10,5
10,10
10,2
10,10
10,10
10,10
10,10
10,10
10,10
10,10
10,10
10,10
10,10
10,10
10,10
10,10
10,10
10,10
10,10
10,5
10,10
10,10
10,10
10,10
10,10
10,10
10,10
10,10
10,10
10,10
10,10
10,10
10,10
10,10
10,10
10,10
10,10
10,10
10,10
10,10
10,5
10,5
10,5
10,5
10,5
10,10
10,10
10,5
10,5
10,5
10,9
10,10
10,10
10,10
10,10
10,5
10,5
10,5
10,10
10,5
10,1
10,10
10,10
10,10
10,10
10,10
10,10
10,10
10,10
10,12
10,12
10,10
10,10
10,10
10,10
10,10
10,3
10,10
10,10
10,5
10,10
10,10
10,10
10,10
10,10
10,10
10,10
10,10
10,10
10,10
10,10
10,10
10,5
10,10
10,10
10,10
10,10
10,10
10,2
10,10
10,10
10,10
10,10
10,10
10,10
10,12
10,10
10,10
10,10
10,10
10,10
10,10
10,8
10,10
10,2
10,10
10,10
10,10
10,10
10,10
10,10
10,2
10,10
10,10
10,10
10,10
10,10
10,5
10,5
10,10
10,5
10,5
10,5
10,10
10,2
10,4
10,10
10,10
10,10
10,5
10,5
10,10
10,5
10,10
10,10
10,10
10,5
10,5
10,5
10,5
10,5
10,5
10,5
10,11
10,5
10,5
10,10
10,10
10,10
10,10
10,10
10,10
10,8
10,10
10,10
10,5
10,5
10,10
11,11
11,8
11,4
11,11
11,11
11,11
11,11
11,11
11,11
11,8
11,11
11,8
11,11
11,11
11,8
11,11
11,11
11,11
11,8
11,8
11,8
11,8
11,8
11,11
11,11
11,8
11,11
11,11
11,8
11,11
11,8
11,8
11,8
11,8
11,8
11,8
11,8
11,11
11,8
11,11
11,8
11,11
11,11
11,11
11,11
11,11
11,8
11,11
11,8
11,8
11,8
11,11
11,11
11,11
11,11
11,8
11,11
11,11
11,8
11,11
11,11
11,11
11,11
11,8
11,11
11,8
11,11
11,8
11,8
11,11
11,11
11,8
11,11
11,11
11,11
11,8
11,8
11,8
11,11
11,11
11,11
11,8
11,8
11,11
11,11
11,11
11,11
11,8
11,11
11,11
11,11
11,11
11,4
11,11
11,11
11,11
11,11
11,4
11,11
11,11
11,11
11,11
11,11
11,11
11,11
11,11
11,4
11,11
11,8
11,11
11,11
11,11
11,11
11,11
11,11
11,11
11,11
11,11
11,4
11,4
11,12
11,8
11,12
11,4
11,2
11,6
11,11
11,11
11,11
11,11
11,4
11,6
11,11
11,11
11,8
11,8
11,11
11,8
11,8
11,11
11,8
11,11
11,8
11,8
11,8
11,4
11,4
11,4
11,11
11,11
11,11
11,11
11,4
11,6
11,8
11,8
11,11
11,11
11,11
12,12
12,12
12,12
12,12
12,12
12,12
12,12
12,12
12,12
12,12
12,12
12,12
12,12
