,train loss,train accuracy,validation accuracy
0,92.06929779052734,0.08888888888888889,0.08206388206388206
1,95.2138671875,0.06666666666666667,0.07862407862407862
2,92.22896575927734,0.14444444444444446,0.0855036855036855
3,91.77398681640625,0.06666666666666667,0.0800982800982801
4,83.81150817871094,0.07777777777777778,0.08353808353808354
5,80.45374298095703,0.09999999999999999,0.08304668304668304
6,78.40351867675781,0.09999999999999999,0.07616707616707617
7,76.36933898925781,0.14444444444444446,0.07223587223587223
8,78.16004943847656,0.10000000000000002,0.0800982800982801
9,76.46003723144531,0.14444444444444446,0.07125307125307126
10,74.11140441894531,0.16666666666666666,0.07665847665847667
11,76.38721466064453,0.12222222222222223,0.08157248157248158
12,79.23442840576172,0.07777777777777778,0.0800982800982801
13,75.04325866699219,0.13333333333333333,0.08402948402948403
14,71.59130096435547,0.17777777777777778,0.11547911547911548
15,74.43405151367188,0.12222222222222222,0.11547911547911548
16,74.93511199951172,0.14444444444444446,0.18034398034398033
17,75.40254211425781,0.13333333333333333,0.20196560196560195
18,72.29928588867188,0.14444444444444446,0.18181818181818182
19,72.69403076171875,0.17777777777777778,0.19066339066339066
20,74.15911865234375,0.08888888888888889,0.20147420147420148
21,75.53170013427734,0.10000000000000002,0.18624078624078624
22,69.23602294921875,0.2111111111111111,0.2
23,71.70610809326172,0.17777777777777778,0.2004914004914005
24,69.94507598876953,0.16666666666666666,0.22162162162162163
25,69.98955535888672,0.24444444444444446,0.22555282555282555
26,68.63389587402344,0.24444444444444446,0.23144963144963146
27,70.543701171875,0.15555555555555556,0.20835380835380835
28,71.03826141357422,0.19999999999999998,0.23587223587223588
29,68.12471771240234,0.24444444444444444,0.24717444717444717
30,68.32907104492188,0.2111111111111111,0.24373464373464374
31,65.05781555175781,0.2333333333333333,0.21474201474201474
32,69.28005981445312,0.25555555555555554,0.27714987714987716
33,68.0418701171875,0.17777777777777778,0.26584766584766584
34,64.87743377685547,0.2333333333333333,0.284029484029484
35,63.83854293823242,0.26666666666666666,0.2855036855036855
36,66.19945526123047,0.24444444444444444,0.28746928746928746
37,68.48229217529297,0.2333333333333333,0.28206388206388205
38,70.10912322998047,0.24444444444444446,0.30073710073710075
39,69.1674575805664,0.16666666666666666,0.3027027027027027
40,66.23304748535156,0.16666666666666666,0.32825552825552823
41,65.76683807373047,0.3222222222222222,0.3646191646191646
42,68.57488250732422,0.17777777777777778,0.3651105651105651
43,65.87333679199219,0.25555555555555554,0.3547911547911548
44,65.59523010253906,0.24444444444444446,0.36117936117936117
45,65.81442260742188,0.2333333333333333,0.34496314496314495
46,62.06400680541992,0.27777777777777773,0.29975429975429974
47,64.12176513671875,0.3111111111111111,0.3469287469287469
48,58.44181823730469,0.3222222222222222,0.3154791154791155
49,67.46806335449219,0.25555555555555554,0.3307125307125307
50,67.03691864013672,0.27777777777777773,0.3371007371007371
51,65.27601623535156,0.28888888888888886,0.3415233415233415
52,61.60488510131836,0.3,0.35036855036855036
53,61.63371276855469,0.3666666666666667,0.3592137592137592
54,57.45880126953125,0.3333333333333333,0.371990171990172
